fire_start_datetime,start_time,fire_end_datetime,end_time,locgungu,locmenu,damage_area,corrected_address,original_address
2014-03-07,11:50:00,2014-03-07,17:30:00,영월,김삿갓,2.0,강원도 영월군 김삿갓면,강원도 영월 김삿갓
2014-03-05,15:07:00,2014-03-05,16:30:00,춘천,남,0.01,강원도 춘천시 남면,강원도 춘천 남
2014-03-03,14:12:00,2014-03-03,15:00:00,원주,관설,0.06,강원도 원주시 관설동,강원도 원주 관설
2014-03-03,11:43:00,2014-03-03,12:50:00,원주,흥업,0.1,강원도 원주시 흥업면,강원도 원주 흥업
2014-02-27,12:30:00,2014-02-27,13:45:00,횡성,우천,0.25,강원도 횡성군 우천면,강원도 횡성 우천
2014-02-04,19:35:00,2014-02-04,21:40:00,양양,양양,0.5,강원도 양양군 양양읍,강원도 양양 양양
2015-06-04,06:57:00,2015-06-04,10:26:00,홍천,두촌,2.0,강원도 홍천군 두촌면,강원도 홍천 두촌
2015-06-03,14:28:00,2015-06-03,19:00:00,춘천,남,1.0,강원도 춘천시 남면,강원도 춘천 남
2015-06-03,13:50:00,2015-06-03,18:20:00,인제,남,0.5,강원도 인제군 남면,강원도 인제 남
2015-06-03,11:58:00,2015-06-03,13:42:00,횡성,둔내,0.1,강원도 횡성군 둔내면,강원도 횡성 둔내
2015-06-02,15:30:00,2015-06-02,18:00:00,춘천,남산,0.09,강원도 춘천시 남산면,강원도 춘천 남산
2015-05-31,19:21:00,2015-06-01,12:00:00,홍천,서석,0.2,강원도 홍천군 서석면,강원도 홍천 서석
2015-05-31,19:02:00,2015-05-31,23:05:00,횡성,우천,0.15,강원도 횡성군 우천면,강원도 횡성 우천
2015-05-31,14:27:00,2015-05-31,18:00:00,화천,사내,0.06,강원도 화천군 사내면,강원도 화천 사내
2015-05-31,13:30:00,2015-05-31,18:00:00,화천,상서,0.03,강원도 화천군 상서면,강원도 화천 상서
2015-05-31,10:52:00,2015-05-31,16:30:00,삼척,하장,0.5,강원도 삼척시 하장면,강원도 삼척 하장
2015-05-29,15:05:00,2015-05-29,21:50:00,삼척,가곡,0.25,강원도 삼척시 가곡면,강원도 삼척 가곡
2015-05-28,18:10:00,2015-05-28,19:35:00,평창,미탄,0.3,강원도 평창군 미탄면,강원도 평창 미탄
2015-05-25,01:21:00,2015-05-25,17:00:00,횡성,갑천,0.5,강원도 횡성군 갑천면,강원도 횡성 갑천
2015-05-23,18:10:00,2015-05-23,20:00:00,평창,평창,0.5,강원도 평창군 평창읍,강원도 평창 평창
2015-05-21,19:22:00,2015-05-22,01:00:00,강릉,왕산,0.7,강원도 강릉시 왕산면,강원도 강릉 왕산
2015-05-21,15:55:00,2015-05-21,17:00:00,영월,북,0.04,강원도 영월군 북면,강원도 영월 북
2015-05-21,15:53:00,2015-05-21,16:50:00,횡성,우천,0.01,강원도 횡성군 우천면,강원도 횡성 우천
2015-05-21,15:40:00,2015-05-21,21:00:00,홍천,홍천,1.0,강원도 홍천군 홍천읍,강원도 홍천 홍천
2015-05-21,14:55:00,2015-05-21,20:00:00,삼척,노곡,1.2,강원도 삼척시 노곡면,강원도 삼척 노곡
2015-05-17,17:10:00,2015-05-17,20:00:00,홍천,내,0.2,강원도 홍천군 내촌면,강원도 홍천 내
2015-05-17,11:12:00,2015-05-17,14:15:00,양양,현북,0.3,강원도 양양군 현북면,강원도 양양 현북
2015-05-11,13:26:00,2015-05-11,15:00:00,정선,임계,0.1,강원도 정선군 임계면,강원도 정선 임계
2015-05-10,15:30:00,2015-05-10,16:45:00,강릉,왕산,0.1,강원도 강릉시 왕산면,강원도 강릉 왕산
2015-05-08,13:27:00,2015-05-08,14:10:00,강릉,왕산,0.1,강원도 강릉시 왕산면,강원도 강릉 왕산
2015-05-07,14:50:00,2015-05-07,16:00:00,춘천,동산,0.01,강원도 춘천시 동산면,강원도 춘천 동산
2015-05-07,13:40:00,2015-05-07,14:40:00,춘천,서,0.01,강원도 춘천시 서면,강원도 춘천 서
2015-05-05,16:32:00,2015-05-05,17:50:00,횡성,횡성,0.01,강원도 횡성군 횡성읍,강원도 횡성 횡성
2015-05-05,11:10:00,2015-05-05,12:20:00,평창,봉평,0.1,강원도 평창군 봉평면,강원도 평창 봉평
2015-05-05,10:40:00,2015-05-05,12:50:00,강릉,왕산,0.2,강원도 강릉시 왕산면,강원도 강릉 왕산
2015-05-05,07:15:00,2015-05-05,08:30:00,강릉,사천,0.01,강원도 강릉시 사천면,강원도 강릉 사천
2015-05-02,17:30:00,2015-05-02,19:40:00,강릉,주문진,0.02,강원도 강릉시 주문진읍,강원도 강릉 주문진
2015-05-02,12:50:00,2015-05-02,16:00:00,영월,남,0.03,강원도 영월군 남면,강원도 영월 남
2015-04-29,21:15:00,2015-04-30,01:50:00,양구,양구,0.5,강원도 양구군 양구읍,강원도 양구 양구
2015-04-28,13:58:00,2015-04-28,20:00:00,홍천,화촌,2.0,강원도 홍천군 화촌면,강원도 홍천 화촌
2015-04-26,19:32:00,2015-04-26,23:25:00,강릉,옥계,0.2,강원도 강릉시 옥계면,강원도 강릉 옥계
2015-04-26,12:30:00,2015-04-26,14:40:00,화천,상서,0.2,강원도 화천군 상서면,강원도 화천 상서
2015-12-22,13:54:00,2015-12-22,14:30:00,강릉,학,0.01,강원도 강릉시 학동,강원도 강릉 학
2015-12-19,20:04:00,2015-12-19,21:00:00,인제,남,0.01,강원도 인제군 남면,강원도 인제 남
2015-12-16,13:40:00,2015-12-16,16:00:00,양양,현남,0.1,강원도 양양군 현남면,강원도 양양 현남
2015-12-12,13:32:00,2015-12-12,15:10:00,횡성,횡성,0.03,강원도 횡성군 횡성읍,강원도 횡성 횡성
2015-11-04,10:35:00,2015-11-04,14:00:00,인제,상남,0.2,강원도 인제군 상남면,강원도 인제 상남
2015-11-02,16:35:00,2015-11-02,18:55:00,양구,남,0.3,강원도 양구군 국토정중앙면,강원도 양구 남
2015-11-02,13:50:00,2015-11-02,15:00:00,강릉,연곡,0.03,강원도 강릉시 연곡면,강원도 강릉 연곡
2015-11-01,16:40:00,2015-11-01,18:05:00,홍천,내,0.1,강원도 홍천군 내촌면,강원도 홍천 내
2015-10-25,22:48:00,2015-10-26,02:55:00,평창,진부,0.1,강원도 평창군 진부면,강원도 평창 진부
2015-10-24,12:02:00,2015-10-24,18:30:00,강릉,왕산,0.5,강원도 강릉시 왕산면,강원도 강릉 왕산
2015-10-17,15:57:00,2015-10-17,18:07:00,철원,갈말,0.05,강원도 철원군 갈말읍,강원도 철원 갈말
2015-10-17,09:20:00,2015-10-17,15:02:00,강릉,연곡,0.8,강원도 강릉시 연곡면,강원도 강릉 연곡
2015-10-16,15:35:00,2015-10-16,16:30:00,정선,정선,0.05,강원도 정선군 정선읍,강원도 정선 정선
2015-10-11,12:10:00,2015-10-11,16:39:00,춘천,서,0.01,강원도 춘천시 서면,강원도 춘천 서
2015-10-06,15:10:00,2015-10-06,17:40:00,철원,갈말,0.1,강원도 철원군 갈말읍,강원도 철원 갈말
2015-09-29,14:00:00,2015-09-29,16:50:00,원주,문막,0.05,강원도 원주시 문막읍,강원도 원주 문막
2015-09-27,16:40:00,2015-09-27,17:47:00,원주,판부,0.01,강원도 원주시 판부면,강원도 원주 판부
2015-09-27,11:35:00,2015-09-27,14:10:00,춘천,사북,0.01,강원도 춘천시 사북면,강원도 춘천 사북
2015-09-25,14:18:00,2015-09-25,15:48:00,횡성,강림,0.03,강원도 횡성군 강림면,강원도 횡성 강림
2015-06-22,14:40:00,2015-06-22,17:30:00,홍천,화촌,0.1,강원도 홍천군 화촌면,강원도 홍천 화촌
2015-06-17,15:50:00,2015-06-17,17:30:00,춘천,북산,0.05,강원도 춘천시 북산면,강원도 춘천 북산
2015-06-16,13:26:00,2015-06-16,15:10:00,화천,간동,0.02,강원도 화천군 간동면,강원도 화천 간동
2015-06-15,14:02:00,2015-06-15,17:30:00,양구,남,0.01,강원도 양구군 국토정중앙면,강원도 양구 남
2015-06-12,13:40:00,2015-06-12,15:25:00,인제,남,0.01,강원도 인제군 남면,강원도 인제 남
2015-06-11,12:54:00,2015-06-11,20:00:00,홍천,화촌,0.5,강원도 홍천군 화촌면,강원도 홍천 화촌
2015-06-10,16:00:00,2015-06-10,18:20:00,정선,북평,0.4,강원도 정선군 북평면,강원도 정선 북평
2015-06-10,15:03:00,2015-06-10,19:50:00,인제,북,0.25,강원도 인제군 북면,강원도 인제 북
2015-06-10,12:41:00,2015-06-10,22:00:00,횡성,서원,1.0,강원도 횡성군 서원면,강원도 횡성 서원
2015-06-09,17:03:00,2015-06-09,17:39:00,인제,북,0.01,강원도 인제군 북면,강원도 인제 북
2015-06-07,12:30:00,2015-06-07,14:30:00,화천,화천,0.01,강원도 화천군 화천읍,강원도 화천 화천
2015-06-05,08:32:00,2015-06-05,09:50:00,동해,천곡,0.02,강원도 동해시 천곡동,강원도 동해 천곡
2015-06-04,23:56:00,2015-06-05,01:40:00,고성,간성,0.06,강원도 고성군 간성읍,강원도 고성 간성
2015-06-04,14:36:00,2015-06-04,18:50:00,강릉,왕산,0.1,강원도 강릉시 왕산면,강원도 강릉 왕산
2015-06-04,13:30:00,2015-06-04,15:00:00,철원,갈말,1.0,강원도 철원군 갈말읍,강원도 철원 갈말
2015-03-27,21:39:00,2015-03-27,22:10:00,양양,손양,0.03,강원도 양양군 손양면,강원도 양양 손양
2015-03-27,19:30:00,2015-03-27,21:30:00,고성,간성,0.9,강원도 고성군 간성읍,강원도 고성 간성
2015-03-26,14:00:00,2015-03-26,16:50:00,원주,신림,1.5,강원도 원주시 신림면,강원도 원주 신림
2015-03-26,11:50:00,2015-03-26,15:50:00,삼척,도경,0.3,강원도 삼척시 도경동,강원도 삼척 도경
2015-03-25,20:01:00,2015-03-25,22:00:00,춘천,남산,0.05,강원도 춘천시 남산면,강원도 춘천 남산
2015-03-25,18:49:00,2015-03-26,17:00:00,홍천,내촌,2.9,강원도 홍천군 내촌면,강원도 홍천 내촌
2015-03-25,17:00:00,2015-03-25,17:55:00,평창,미탄,0.2,강원도 평창군 미탄면,강원도 평창 미탄
2015-03-25,16:36:00,2015-03-25,17:35:00,원주,귀래,0.06,강원도 원주시 귀래면,강원도 원주 귀래
2015-03-25,15:55:00,2015-03-25,18:00:00,삼척,도계,0.2,강원도 삼척시 도계읍,강원도 삼척 도계
2015-03-25,13:21:00,2015-03-25,15:27:00,홍천,서석,0.1,강원도 홍천군 서석면,강원도 홍천 서석
2015-03-24,16:32:00,2015-03-24,19:00:00,홍천,내촌,0.2,강원도 홍천군 내촌면,강원도 홍천 내촌
2015-03-23,13:11:00,2015-03-24,18:00:00,홍천,화촌,3.0,강원도 홍천군 화촌면,강원도 홍천 화촌
2015-03-23,12:50:00,2015-03-23,20:45:00,인제,인제,3.0,강원도 인제군 인제읍,강원도 인제 인제
2015-03-23,09:45:00,2015-03-23,10:53:00,철원,갈말,0.1,강원도 철원군 갈말읍,강원도 철원 갈말
2015-03-22,16:04:00,2015-03-22,21:40:00,홍천,두촌,2.0,강원도 홍천군 두촌면,강원도 홍천 두촌
2015-03-22,14:20:00,2015-03-22,18:30:00,횡성,청일,0.3,강원도 횡성군 청일면,강원도 횡성 청일
2015-03-22,14:01:00,2015-03-23,10:30:00,화천,간동,11.0,강원도 화천군 간동면,강원도 화천 간동
2015-03-15,14:35:00,2015-03-15,17:15:00,동해,쇄운,0.3,강원도 동해시 쇄운동,강원도 동해 쇄운
2015-03-15,10:36:00,2015-03-15,13:00:00,양구,양구,0.2,강원도 양구군 양구읍,강원도 양구 양구
2015-03-14,14:53:00,2015-03-14,16:48:00,홍천,남,0.8,강원도 홍천군 남면,강원도 홍천 남
2015-03-14,13:30:00,2015-03-14,14:20:00,양구,동,0.07,강원도 양구군 동면,강원도 양구 동
2015-03-14,11:56:00,2015-03-14,12:12:00,강릉,유천,0.02,강원도 강릉시 유천동,강원도 강릉 유천
2015-03-11,18:59:00,2015-03-11,19:47:00,홍천,동,0.03,강원도 홍천군 영귀미면,강원도 홍천 동
2015-03-11,17:17:00,2015-03-11,17:49:00,강릉,연곡,0.1,강원도 강릉시 연곡면,강원도 강릉 연곡
2015-03-09,14:42:00,2015-03-09,16:26:00,춘천,동,0.4,강원도 춘천시 동면,강원도 춘천 동
2015-03-09,14:21:00,2015-03-09,15:00:00,춘천,신북,0.01,강원도 춘천시 신북읍,강원도 춘천 신북
2015-03-08,14:00:00,2015-03-08,15:10:00,강릉,성산,0.1,강원도 강릉시 성산면,강원도 강릉 성산
2015-03-08,11:00:00,2015-03-08,14:00:00,고성,죽왕,0.9,강원도 고성군 죽왕면,강원도 고성 죽왕
2015-03-08,10:39:00,2015-03-08,12:00:00,횡성,청일,0.1,강원도 횡성군 청일면,강원도 횡성 청일
2015-03-07,13:35:00,2015-03-07,15:10:00,춘천,동,0.2,강원도 춘천시 동면,강원도 춘천 동
2015-03-04,11:40:00,2015-03-05,08:00:00,정선,여량,7.0,강원도 정선군 여량면,강원도 정선 여량
2015-03-02,16:17:00,2015-03-02,17:20:00,인제,북,0.01,강원도 인제군 북면,강원도 인제 북
2015-02-26,14:15:00,2015-02-26,15:35:00,원주,태장,0.2,강원도 원주시 태장동,강원도 원주 태장
2015-02-12,11:46:00,2015-02-12,14:00:00,영월,남,1.0,강원도 영월군 남면,강원도 영월 남
2015-02-08,13:31:00,2015-02-11,10:00:00,삼척,가곡,18.0,강원도 삼척시 가곡면,강원도 삼척 가곡
2015-02-01,16:21:00,2015-02-01,17:43:00,춘천,북산,0.1,강원도 춘천시 북산면,강원도 춘천 북산
2015-01-10,13:02:00,2015-01-10,16:00:00,강릉,왕산,0.2,강원도 강릉시 왕산면,강원도 강릉 왕산
2015-01-05,01:54:00,2015-01-05,03:00:00,강릉,주문진,0.16,강원도 강릉시 주문진읍,강원도 강릉 주문진
2015-03-22,13:40:00,2015-03-22,15:15:00,영월,주천,0.1,강원도 영월군 주천면,강원도 영월 주천
2015-03-21,13:25:00,2015-03-21,15:12:00,화천,화천,0.3,강원도 화천군 화천읍,강원도 화천 화천
2015-03-20,14:43:00,2015-03-20,16:00:00,홍천,동,0.1,강원도 홍천군 영귀미면,강원도 홍천 동
2015-03-19,15:03:00,2015-03-19,16:10:00,화천,사내,0.02,강원도 화천군 사내면,강원도 화천 사내
2015-03-17,16:14:00,2015-03-17,18:40:00,삼척,원덕,0.5,강원도 삼척시 원덕읍,강원도 삼척 원덕
2015-03-16,15:54:00,2015-03-16,17:20:00,태백,금천,0.5,강원도 태백시 금천동,강원도 태백 금천
2015-04-24,13:30:00,2015-04-24,16:00:00,정선,여량,0.3,강원도 정선군 여량면,강원도 정선 여량
2015-04-23,14:30:00,2015-04-23,22:00:00,인제,인제,1.0,강원도 인제군 인제읍,강원도 인제 인제
2015-04-23,12:20:00,2015-04-23,14:40:00,고성,간성,0.5,강원도 고성군 간성읍,강원도 고성 간성
2015-04-13,10:41:00,2015-04-13,11:35:00,화천,상서,0.3,강원도 화천군 상서면,강원도 화천 상서
2015-04-12,16:20:00,2015-04-12,17:50:00,철원,김화,0.2,강원도 철원군 김화읍,강원도 철원 김화
2015-04-12,07:30:00,2015-04-12,09:00:00,원주,호저,0.06,강원도 원주시 호저면,강원도 원주 호저
2015-04-03,14:37:00,2015-04-03,15:40:00,인제,북,0.01,강원도 인제군 북면,강원도 인제 북
2015-03-30,13:08:00,2015-03-30,15:30:00,춘천,남산,0.1,강원도 춘천시 남산면,강원도 춘천 남산
2015-03-29,14:30:00,2015-03-29,15:30:00,춘천,남산,0.03,강원도 춘천시 남산면,강원도 춘천 남산
2015-03-29,13:05:00,2015-03-29,13:39:00,원주,태장,0.05,강원도 원주시 태장동,강원도 원주 태장
2015-03-28,14:40:00,2015-03-28,22:30:00,평창,미탄,2.5,강원도 평창군 미탄면,강원도 평창 미탄
2016-12-02,12:37:00,2016-12-02,13:30:00,철원,서,0.02,강원도 철원군 서면,강원도 철원 서
2016-11-29,04:35:00,2016-11-29,05:30:00,강릉,주문진,0.01,강원도 강릉시 주문진읍,강원도 강릉 주문진
2016-11-25,17:45:00,2016-11-25,18:50:00,횡성,횡성,0.03,강원도 횡성군 횡성읍,강원도 횡성 횡성
2016-11-21,04:29:00,2016-11-21,05:50:00,강릉,구정,0.01,강원도 강릉시 구정면,강원도 강릉 구정
2016-11-14,12:33:00,2016-11-14,13:10:00,삼척,하장,0.01,강원도 삼척시 하장면,강원도 삼척 하장
2016-09-20,14:10:00,2016-09-20,16:30:00,춘천,사북,0.01,강원도 춘천시 사북면,강원도 춘천 사북
2016-08-23,16:28:00,2016-08-23,18:44:00,원주,귀래,0.03,강원도 원주시 귀래면,강원도 원주 귀래
2016-08-18,15:55:00,2016-08-18,18:46:00,횡성,서원,0.04,강원도 횡성군 서원면,강원도 횡성 서원
2016-06-29,14:30:00,2016-06-29,16:30:00,횡성,서원,0.3,강원도 횡성군 서원면,강원도 횡성 서원
2016-06-20,15:45:00,2016-06-20,17:21:00,원주,흥업,0.05,강원도 원주시 흥업면,강원도 원주 흥업
2016-06-17,13:10:00,2016-06-17,14:40:00,춘천,서,0.01,강원도 춘천시 서면,강원도 춘천 서
2016-06-10,13:07:00,2016-06-10,14:30:00,정선,신동,0.2,강원도 정선군 신동읍,강원도 정선 신동
2016-06-10,12:55:00,2016-06-10,14:35:00,홍천,내촌,0.1,강원도 홍천군 내촌면,강원도 홍천 내촌
2016-06-06,14:50:00,2016-06-06,17:00:00,인제,남,0.01,강원도 인제군 남면,강원도 인제 남
2016-06-06,12:48:00,2016-06-06,15:30:00,강릉,연곡,0.1,강원도 강릉시 연곡면,강원도 강릉 연곡
2016-06-05,10:46:00,2016-06-05,12:50:00,인제,남,0.1,강원도 인제군 남면,강원도 인제 남
2016-06-04,11:05:00,2016-06-04,13:00:00,화천,하남,0.01,강원도 화천군 하남면,강원도 화천 하남
2016-06-04,06:07:00,2016-06-04,11:40:00,고성,토성,0.3,강원도 고성군 토성면,강원도 고성 토성
2016-06-03,11:45:00,2016-06-03,12:40:00,인제,남,0.1,강원도 인제군 남면,강원도 인제 남
2016-06-03,11:10:00,2016-06-03,15:40:00,삼척,가곡,0.5,강원도 삼척시 가곡면,강원도 삼척 가곡
2016-05-30,13:45:00,2016-05-30,15:50:00,평창,진부,1.0,강원도 평창군 진부면,강원도 평창 진부
2016-05-21,19:55:00,2016-05-21,21:40:00,양구,양구,0.05,강원도 양구군 양구읍,강원도 양구 양구
2016-05-21,15:04:00,2016-05-21,18:00:00,춘천,신동,0.01,강원도 춘천시 신동면,강원도 춘천 신동
2016-05-20,15:18:00,2016-05-20,16:23:00,원주,소초,0.08,강원도 원주시 소초면,강원도 원주 소초
2016-05-18,13:14:00,2016-05-18,15:40:00,양양,강현,0.05,강원도 양양군 강현면,강원도 양양 강현
2016-05-15,13:12:00,2016-05-15,15:30:00,정선,신동,0.1,강원도 정선군 신동읍,강원도 정선 신동
2016-05-14,15:20:00,2016-05-14,18:00:00,정선,남,2.0,강원도 정선군 남면,강원도 정선 남
2016-05-14,12:35:00,2016-05-14,14:20:00,정선,신동,0.3,강원도 정선군 신동읍,강원도 정선 신동
2016-05-12,17:24:00,2016-05-12,19:30:00,삼척,근덕,0.1,강원도 삼척시 근덕면,강원도 삼척 근덕
2016-05-09,13:23:00,2016-05-09,16:05:00,영월,주천,0.02,강원도 영월군 주천면,강원도 영월 주천
2016-05-07,16:40:00,2016-05-07,19:00:00,삼척,하장,0.03,강원도 삼척시 하장면,강원도 삼척 하장
2016-05-01,08:35:00,2016-05-01,09:30:00,평창,봉평,0.01,강원도 평창군 봉평면,강원도 평창 봉평
2016-04-30,19:05:00,2016-04-30,20:15:00,강릉,연곡,0.03,강원도 강릉시 연곡면,강원도 강릉 연곡
2016-04-26,12:35:00,2016-04-26,13:50:00,인제,남,0.01,강원도 인제군 남면,강원도 인제 남
2016-04-24,10:35:00,2016-04-24,12:15:00,삼척,원덕,0.05,강원도 삼척시 원덕읍,강원도 삼척 원덕
2016-04-16,15:13:00,2016-04-16,16:23:00,삼척,미로,0.04,강원도 삼척시 미로면,강원도 삼척 미로
2016-04-11,12:51:00,2016-04-11,14:20:00,춘천,신북,0.7,강원도 춘천시 신북읍,강원도 춘천 신북
2016-04-09,15:32:00,2016-04-09,16:44:00,고성,죽왕,0.08,강원도 고성군 죽왕면,강원도 고성 죽왕
2016-04-06,19:40:00,2016-04-06,21:50:00,홍천,동,0.8,강원도 홍천군 영귀미면,강원도 홍천 동
2016-04-06,15:10:00,2016-04-06,16:24:00,원주,부론,0.05,강원도 원주시 부론면,강원도 원주 부론
2016-04-04,17:52:00,2016-04-04,18:51:00,화천,하남,0.01,강원도 화천군 하남면,강원도 화천 하남
2016-04-02,19:05:00,2016-04-03,01:00:00,평창,방림,2.0,강원도 평창군 방림면,강원도 평창 방림
2016-04-02,15:24:00,2016-04-02,17:50:00,영월,김삿갓,0.5,강원도 영월군 김삿갓면,강원도 영월 김삿갓
2016-04-02,14:20:00,2016-04-02,18:00:00,홍천,서,1.0,강원도 홍천군 서면,강원도 홍천 서
2016-04-01,16:48:00,2016-04-01,17:55:00,횡성,횡성,0.5,강원도 횡성군 횡성읍,강원도 횡성 횡성
2016-04-01,12:45:00,2016-04-01,20:20:00,양구,남,6.0,강원도 양구군 국토정중앙면,강원도 양구 남
2016-04-01,11:20:00,2016-04-01,12:18:00,평창,진부,0.2,강원도 평창군 진부면,강원도 평창 진부
2016-04-01,10:06:00,2016-04-01,11:10:00,철원,갈말,0.2,강원도 철원군 갈말읍,강원도 철원 갈말
2016-03-31,12:52:00,2016-03-31,15:30:00,화천,사내,1.5,강원도 화천군 사내면,강원도 화천 사내
2016-03-28,18:15:00,2016-03-28,19:00:00,원주,신림,0.03,강원도 원주시 신림면,강원도 원주 신림
2016-03-28,13:03:00,2016-03-28,18:39:00,철원,김화,2.0,강원도 철원군 김화읍,강원도 철원 김화
2016-03-27,11:43:00,2016-03-27,13:50:00,화천,사내,0.3,강원도 화천군 사내면,강원도 화천 사내
2016-03-24,13:02:00,2016-03-24,13:53:00,원주,소초,0.09,강원도 원주시 소초면,강원도 원주 소초
2016-03-23,16:30:00,2016-03-23,16:56:00,원주,호저,0.03,강원도 원주시 호저면,강원도 원주 호저
2016-03-18,13:46:00,2016-03-18,15:50:00,춘천,동산,0.6,강원도 춘천시 동산면,강원도 춘천 동산
